"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 01 15:44:22 GMT 2024","Sun Dec 01 15:44:23 GMT 2024","903","","tests/example.spec.ts","","","","example test",""
