"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 01 16:11:25 GMT 2024","Sun Dec 01 16:11:26 GMT 2024","685","","tests/example.spec.ts","","","","example test",""
