"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 01 16:18:59 GMT 2024","Sun Dec 01 16:19:00 GMT 2024","709","","tests/example.spec.ts","","","","example test",""
